Observation id	clip_058									
										
Media file(s)										
										
Player #1	/home/alberto/Vídeos/PAD/clip_058.avi									
										
Observation date	2019-06-25 16:26:14									
										
Description	Recording date: 14/06/2019 Circuit: none Original video: 20190614_1.mp4									
										
Time offset (s)	0.000									
										
independent variables										
variable	value									
Weather	sun									
Visibility	good									
Traffic	flow									
Traffic lights	no									
Crossing	yes									
Sign	yes									
Speed bump	no									
Lanes	2									
Ways	one									
										
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Modifier 1	Modifier 2	Comment	Status
0.000	/home/alberto/Vídeos/PAD/clip_058.avi	10.020	59.0	Alien01	Walking		Normal	Other		START
0.000	/home/alberto/Vídeos/PAD/clip_058.avi	10.020	59.0	Alien02	Walking		Normal	Other		START
0.840	/home/alberto/Vídeos/PAD/clip_058.avi	10.020	59.0	Agent01	Walking		Normal	Road		START
3.383	/home/alberto/Vídeos/PAD/clip_058.avi	10.020	59.0	Agent01	Looking		Side			START
3.625	/home/alberto/Vídeos/PAD/clip_058.avi	10.020	59.0	Alien02	Walking		Normal	Other		STOP
3.925	/home/alberto/Vídeos/PAD/clip_058.avi	10.020	59.0	Alien01	Walking		Normal	Other		STOP
4.484	/home/alberto/Vídeos/PAD/clip_058.avi	10.020	59.0	Agent01	Looking		Side			STOP
5.264	/home/alberto/Vídeos/PAD/clip_058.avi	10.020	59.0	Agent01	Walking		Normal	Road		STOP
5.265	/home/alberto/Vídeos/PAD/clip_058.avi	10.020	59.0	Agent01	Crossing		Normal			START
7.347	/home/alberto/Vídeos/PAD/clip_058.avi	10.020	59.0	Agent01	Looking		Side			START
7.675	/home/alberto/Vídeos/PAD/clip_058.avi	10.020	59.0	Alien01	Looking		Side			START
7.675	/home/alberto/Vídeos/PAD/clip_058.avi	10.020	59.0	Alien01	Walking		Normal	Other		START
9.285	/home/alberto/Vídeos/PAD/clip_058.avi	10.020	59.0	Agent01	Crossing		Normal			STOP
9.359	/home/alberto/Vídeos/PAD/clip_058.avi	10.020	59.0	Agent01	Looking		Side			STOP
9.459	/home/alberto/Vídeos/PAD/clip_058.avi	10.020	59.0	Alien01	Looking		Side			STOP
9.849	/home/alberto/Vídeos/PAD/clip_058.avi	10.020	59.0	Alien01	Walking		Normal	Other		STOP
