Observation id	clip_005									
										
Media file(s)										
										
Player #1	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_005_tracking.avi									
										
Observation date	2019-05-03 11:06:43									
										
Description	Recording date: 10/04/2019 Circuit: Downtown Alcalá Original video: G1_video_013.avi									
										
Time offset (s)	0.0									
										
independent variables										
variable	value									
Weather	sun									
Visibility	good									
Traffic	light									
Traffic lights	yes									
Crossing	yes									
Sign	no									
Speed bump	no									
Lanes	1									
Ways	one									
										
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Modifier 1	Modifier 2	Comment	Status
0.040	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_005_tracking.avi	11.000	25.0	Agent01	Walking		Normal	Road		START
0.640	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_005_tracking.avi	11.000	25.0	Agent02	Walking		Normal	Road		START
1.640	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_005_tracking.avi	11.000	25.0	Agent02	Walking		Normal	Road		STOP
1.640	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_005_tracking.avi	11.000	25.0	Traffic_Lights	Traffic lights		Blinking yellow			START
1.840	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_005_tracking.avi	11.000	25.0	Agent02	Walking		Normal	Road		START
2.560	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_005_tracking.avi	11.000	25.0	Agent01	Walking		Normal	Road		STOP
4.120	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_005_tracking.avi	11.000	25.0	Traffic_Lights	Traffic lights		Blinking yellow			STOP
4.880	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_005_tracking.avi	11.000	25.0	Agent02	Walking		Normal	Road		STOP
4.920	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_005_tracking.avi	11.000	25.0	Agent02	Crossing		Normal			START
6.360	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_005_tracking.avi	11.000	25.0	Agent01	Crossing		Fast			START
6.880	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_005_tracking.avi	11.000	25.0	Agent02	Crossing		Normal			STOP
7.280	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_005_tracking.avi	11.000	25.0	Agent02	Crossing		Normal			START
9.480	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_005_tracking.avi	11.000	25.0	Agent01	Crossing		Fast			STOP
10.400	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_005_tracking.avi	11.000	25.0	Agent02	Crossing		Normal			STOP
