Observation id	clip_051									
										
Media file(s)										
										
Player #1	/home/alberto/Vídeos/PAD/clip_051_tracking.avi									
										
Observation date	2019-06-20 21:16:59									
										
Description	Recording date: 14/06/2019 Circuit: Circuit 1 Original video: 20190614_1.mp4									
										
Time offset (s)	0.0									
										
independent variables										
variable	value									
Weather	sun									
Visibility	good									
Traffic	empty									
Traffic lights	no									
Crossing	yes									
Sign	yes									
Speed bump	no									
Lanes	2									
Ways	one									
										
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Modifier 1	Modifier 2	Comment	Status
1.067	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent01	Walking		Normal	Road		START
1.067	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent02	Walking		Normal	Road		START
1.067	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent03	Walking		Normal	Road		START
1.133	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent01	Walking		Normal	Road		STOP
1.567	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent01	Walking		Normal	Road		START
1.633	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent02	Walking		Normal	Road		STOP
1.833	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent03	Walking		Normal	Road		STOP
1.950	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent01	Walking		Normal	Road		STOP
1.950	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent02	Walking		Normal	Road		START
2.133	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent02	Walking		Normal	Road		STOP
3.333	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent01	Walking		Normal	Road		START
3.333	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent02	Looking		Side			START
3.483	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent02	Walking		Normal	Road		START
3.583	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent01	Looking		Side			START
3.667	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent03	Walking		Normal	Road		START
4.283	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent02	Looking		Side			STOP
4.533	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent01	Looking		Side			STOP
4.536	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent01	Walking		Normal	Road		STOP
4.550	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent01	Crossing		Normal			START
4.733	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent02	Walking		Normal	Road		STOP
4.750	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent02	Crossing		Normal			START
5.150	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent03	Walking		Normal	Road		STOP
5.167	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent03	Crossing		Normal			START
9.867	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent01	Crossing		Normal			STOP
10.233	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent02	Crossing		Normal			STOP
10.467	/home/alberto/Vídeos/PAD/clip_051_tracking.avi	11.820	60.0	Agent03	Crossing		Normal			STOP
