Observation id	clip_013									
										
Media file(s)										
										
Player #1	/home/alberto/Vídeos/PAD/clip_013.avi									
										
Observation date	2019-05-03 11:38:04									
										
Description	Recording date: 10/04/2019 Circuit: Downtown Alcalá Original video: G1_video_026.avi									
										
Time offset (s)	0.000									
										
independent variables										
variable	value									
Weather	clouds									
Visibility	normal									
Traffic	light									
Traffic lights	yes									
Crossing	yes									
Sign	no									
Speed bump	no									
Lanes	1									
Ways	one									
										
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Modifier 1	Modifier 2	Comment	Status
0.036	/home/alberto/Vídeos/PAD/clip_013.avi	12.000	25.0	Traffic_Lights	Traffic lights		Blinking yellow			START
0.060	/home/alberto/Vídeos/PAD/clip_013.avi	12.000	25.0	Alien01	Standing		Far			START
1.189	/home/alberto/Vídeos/PAD/clip_013.avi	12.000	25.0	Agent01	Walking		Normal	Road		START
1.285	/home/alberto/Vídeos/PAD/clip_013.avi	12.000	25.0	Agent01	Looking		Side			START
2.270	/home/alberto/Vídeos/PAD/clip_013.avi	12.000	25.0	Agent01	Looking		Side			STOP
2.498	/home/alberto/Vídeos/PAD/clip_013.avi	12.000	25.0	Agent01	Walking		Normal	Road		STOP
2.630	/home/alberto/Vídeos/PAD/clip_013.avi	12.000	25.0	Agent01	Crossing		Normal			START
4.216	/home/alberto/Vídeos/PAD/clip_013.avi	12.000	25.0	Alien02	Standing		Far			START
5.540	/home/alberto/Vídeos/PAD/clip_013.avi	12.000	25.0	Alien02	Standing		Far			STOP
5.621	/home/alberto/Vídeos/PAD/clip_013.avi	12.000	25.0	Agent01	Crossing		Normal			STOP
6.978	/home/alberto/Vídeos/PAD/clip_013.avi	12.000	25.0	Alien01	Standing		Far			STOP
7.039	/home/alberto/Vídeos/PAD/clip_013.avi	12.000	25.0	Agent02	Crossing		Normal			START
7.039	/home/alberto/Vídeos/PAD/clip_013.avi	12.000	25.0	Agent03	Crossing		Normal			START
10.858	/home/alberto/Vídeos/PAD/clip_013.avi	12.000	25.0	Agent02	Crossing		Normal			STOP
10.858	/home/alberto/Vídeos/PAD/clip_013.avi	12.000	25.0	Agent03	Crossing		Normal			STOP
11.951	/home/alberto/Vídeos/PAD/clip_013.avi	12.000	25.0	Traffic_Lights	Traffic lights		Blinking yellow			STOP
