Observation id	clip_075									
										
Media file(s)										
										
Player #1	/home/alberto/Vídeos/PAD/clip_075_tracking.avi									
										
Observation date	2019-06-18 20:21:45									
										
Description	Recording date: 14/06/2019 Circuit: Downtown Alcalá Original video: 20190614_3.mp4									
										
Time offset (s)	0.0									
										
independent variables										
variable	value									
Weather	sun									
Visibility	good									
Traffic	heavy									
Traffic lights	no									
Crossing	yes									
Sign	yes									
Speed bump	no									
Lanes	2									
Ways	one									
										
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Modifier 1	Modifier 2	Comment	Status
0.000	/home/alberto/Vídeos/PAD/clip_075_tracking.avi	10.250	60.0	Agent01	Walking		Normal	Other		START
1.571	/home/alberto/Vídeos/PAD/clip_075_tracking.avi	10.250	60.0	Agent01	Walking		Normal	Other		STOP
1.586	/home/alberto/Vídeos/PAD/clip_075_tracking.avi	10.250	60.0	Agent01	Walking		Normal	Road		START
2.233	/home/alberto/Vídeos/PAD/clip_075_tracking.avi	10.250	60.0	Agent01	Walking		Normal	Road		STOP
2.967	/home/alberto/Vídeos/PAD/clip_075_tracking.avi	10.250	60.0	Agent01	Walking		Normal	Road		START
3.050	/home/alberto/Vídeos/PAD/clip_075_tracking.avi	10.250	60.0	Agent01	Looking		Front			START
4.017	/home/alberto/Vídeos/PAD/clip_075_tracking.avi	10.250	60.0	Agent01	Walking		Normal	Road		STOP
4.033	/home/alberto/Vídeos/PAD/clip_075_tracking.avi	10.250	60.0	Agent01	Crossing		Normal			START
4.833	/home/alberto/Vídeos/PAD/clip_075_tracking.avi	10.250	60.0	Agent01	Looking		Front			STOP
10.233	/home/alberto/Vídeos/PAD/clip_075_tracking.avi	10.250	60.0	Agent01	Crossing		Normal			STOP
