Observation id	clip_070									
										
Media file(s)										
										
Player #1	/home/alberto/Vídeos/PAD/clip_070.avi									
										
Observation date	2019-06-25 17:56:28									
										
Description	Recording date: 14/06/2019 Circuit: Downtown Alcalá Original video: 20190614_2.mp4									
										
Time offset (s)	0.000									
										
independent variables										
variable	value									
Weather	sun									
Visibility	normal									
Traffic	empty									
Traffic lights	no									
Crossing	yes									
Sign	yes									
Speed bump	no									
Lanes	1									
Ways	one									
										
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Modifier 1	Modifier 2	Comment	Status
2.422	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent01	Looking		Side			START
2.642	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent01	Crossing		Normal			START
3.501	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent02	Walking		Normal	Road		START
4.008	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent01	Looking		Side			STOP
4.283	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent03	Walking		Normal	Road		START
5.571	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent02	Looking		Side			START
6.632	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent02	Walking		Normal	Road		STOP
6.633	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent02	Crossing		Normal			START
6.936	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent03	Glancing					POINT
7.157	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent03	Walking		Normal	Road		STOP
7.158	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent03	Crossing		Normal			START
7.575	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent02	Looking		Side			STOP
9.227	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Alien01	Walking		Normal	Other		START
11.665	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent01	Crossing		Normal			STOP
11.666	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent01	Walking		Normal	Other		START
12.090	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent04	Walking		Normal	Road		START
13.203	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Alien01	Walking		Normal	Other		STOP
13.424	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent04	Walking		Normal	Road		STOP
13.425	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent04	Crossing		Normal			START
14.716	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent01	Walking		Normal	Other		STOP
15.517	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent04	Glancing					POINT
15.882	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent02	Crossing		Normal			STOP
15.882	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent03	Crossing		Normal			STOP
15.883	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent02	Walking		Normal	Other		START
15.883	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent03	Walking		Normal	Other		START
18.938	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent02	Walking		Normal	Other		STOP
19.093	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent03	Walking		Normal	Other		STOP
19.800	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent04	Crossing		Normal			STOP
19.951	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent04	Walking		Normal	Other		START
20.757	/home/alberto/Vídeos/PAD/clip_070.avi	22.020	59.0	Agent04	Walking		Normal	Other		STOP
