Observation id	clip_048									
										
Media file(s)										
										
Player #1	/home/alberto/Vídeos/PAD/clip_048.avi									
										
Observation date	2019-06-23 17:40:42									
										
Description	Recording date: 18/05/2019 Circuit: Downtown Alcalá Original video: 20190518_2.mp4									
										
Time offset (s)	0.000									
										
independent variables										
variable	value									
Weather	sun									
Visibility	good									
Traffic	flow									
Traffic lights	yes									
Crossing	yes									
Sign	no									
Speed bump	no									
Lanes	2									
Ways	one									
										
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Modifier 1	Modifier 2	Comment	Status
0.066	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Traffic_Lights	Traffic lights		Red			START
0.704	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent01	Walking		Normal	Road		START
0.704	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent02	Walking		Normal	Road		START
3.171	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent04	Walking		Normal	Road		START
3.171	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent05	Walking		Normal	Road		START
3.941	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent01	Glancing					POINT
4.294	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent03	Glancing					POINT
4.294	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent03	Walking		Normal	Road		START
5.784	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent01	Walking		Normal	Road		STOP
5.785	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent01	Crossing		Normal			START
5.901	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent04	Glancing					POINT
7.034	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent02	Walking		Normal	Road		STOP
7.035	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent02	Crossing		Normal			START
7.311	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent04	Glancing					POINT
7.770	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent03	Walking		Normal	Road		STOP
7.771	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent03	Crossing		Normal			START
8.939	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent05	Walking		Normal	Road		STOP
8.940	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent05	Crossing		Normal			START
8.940	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent05	Looking		Side			START
9.000	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent04	Walking		Normal	Road		STOP
9.001	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent04	Crossing		Normal			START
10.702	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent05	Looking		Side			STOP
11.319	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent04	Glancing					POINT
13.510	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent01	Crossing		Normal			STOP
13.653	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent01	Walking		Normal	Other		START
14.845	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent03	Crossing		Normal			STOP
14.846	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent03	Walking		Normal	Other		START
15.110	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent02	Crossing		Normal			STOP
15.527	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent02	Walking		Normal	Other		START
16.870	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent05	Crossing		Normal			STOP
16.871	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent05	Walking		Normal	Other		START
16.875	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent04	Crossing		Normal			STOP
16.876	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent04	Walking		Normal	Other		START
17.752	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent01	Walking		Normal	Other		STOP
18.014	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent02	Walking		Normal	Other		STOP
18.171	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent05	Walking		Normal	Other		STOP
18.426	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent04	Walking		Normal	Other		STOP
20.199	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Traffic_Lights	Traffic lights		Red			STOP
20.200	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Traffic_Lights	Traffic lights		Blinking yellow			START
20.796	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Agent03	Walking		Normal	Other		STOP
21.889	/home/alberto/Vídeos/PAD/clip_048.avi	22.020	59.0	Traffic_Lights	Traffic lights		Blinking yellow			STOP
