Observation id	clip_016									
										
Media file(s)										
										
Player #1	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_016_tracking.avi									
										
Observation date	2019-05-03 12:36:51									
										
Description	Recording date: 10/04/2019 Circuit: Downtown Alcalá Original video: G1_video_028.avi									
										
Time offset (s)	0.000									
										
independent variables										
variable	value									
Weather	clouds									
Visibility	bad									
Traffic	light									
Traffic lights	no									
Crossing	yes									
Sign	yes									
Speed bump	no									
Lanes	1									
Ways	one									
										
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Modifier 1	Modifier 2	Comment	Status
0.000	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_016_tracking.avi	8.000	25.0	Agent01	Walking		Normal	Road		START
1.600	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_016_tracking.avi	8.000	25.0	Agent01	Walking		Normal	Road		STOP
2.000	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_016_tracking.avi	8.000	25.0	Agent01	Looking		Side			START
2.000	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_016_tracking.avi	8.000	25.0	Agent01	Walking		Normal	Road		START
3.200	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_016_tracking.avi	8.000	25.0	Agent01	Walking		Normal	Road		STOP
3.240	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_016_tracking.avi	8.000	25.0	Agent01	Crossing		Normal			START
3.480	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_016_tracking.avi	8.000	25.0	Agent01	Looking		Side			STOP
5.520	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_016_tracking.avi	8.000	25.0	Agent01	Crossing		Normal			STOP
