Observation id	clip_064									
										
Media file(s)										
										
Player #1	/home/alberto/Vídeos/PAD/clip_064.avi									
										
Observation date	2019-06-25 17:10:41									
										
Description	Recording date: 14/06/2019 Circuit: Downtown Alcalá Original vídeo: 20190614_2.mp4									
										
Time offset (s)	0.000									
										
independent variables										
variable	value									
Weather	sun									
Visibility	good									
Traffic	flow									
Traffic lights	no									
Crossing	yes									
Sign	yes									
Speed bump	no									
Lanes	1									
Ways	two									
										
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Modifier 1	Modifier 2	Comment	Status
0.171	/home/alberto/Vídeos/PAD/clip_064.avi	9.020	59.0	Agent01	Walking		Normal	Road		START
0.171	/home/alberto/Vídeos/PAD/clip_064.avi	9.020	59.0	Agent02	Walking		Normal	Road		START
1.756	/home/alberto/Vídeos/PAD/clip_064.avi	9.020	59.0	Agent01	Looking		Side			START
2.863	/home/alberto/Vídeos/PAD/clip_064.avi	9.020	59.0	Agent01	Walking		Normal	Road		STOP
2.864	/home/alberto/Vídeos/PAD/clip_064.avi	9.020	59.0	Agent01	Crossing		Normal			START
2.864	/home/alberto/Vídeos/PAD/clip_064.avi	9.020	59.0	Agent02	Looking		Side			START
3.072	/home/alberto/Vídeos/PAD/clip_064.avi	9.020	59.0	Agent01	Looking		Side			STOP
3.147	/home/alberto/Vídeos/PAD/clip_064.avi	9.020	59.0	Agent02	Walking		Normal	Road		STOP
3.148	/home/alberto/Vídeos/PAD/clip_064.avi	9.020	59.0	Agent02	Crossing		Normal			START
3.423	/home/alberto/Vídeos/PAD/clip_064.avi	9.020	59.0	Agent02	Looking		Side			STOP
8.017	/home/alberto/Vídeos/PAD/clip_064.avi	9.020	59.0	Agent01	Crossing		Normal			STOP
8.456	/home/alberto/Vídeos/PAD/clip_064.avi	9.020	59.0	Agent02	Crossing		Normal			STOP
