Observation id	clip_018									
										
Media file(s)										
										
Player #1	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi									
										
Observation date	2019-05-03 12:45:35									
										
Description	Recording date: 10/04/2019 Circuit: Downtown Alcalá Original video: G1_video_029-030.avi									
										
Time offset (s)	0.000									
										
independent variables										
variable	value									
Weather	sun									
Visibility	normal									
Traffic	light									
Traffic lights	no									
Crossing	yes									
Sign	yes									
Speed bump	no									
Lanes	1									
Ways	one									
										
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Modifier 1	Modifier 2	Comment	Status
0.120	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Alien01	Walking		Normal	Other		START
0.120	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Alien02	Standing		None			START
0.120	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Alien03	Standing		Close			START
0.120	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Alien04	Standing		Close			START
0.880	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Agent01	Looking		Front			START
0.880	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Agent01	Walking		Normal	Road		START
1.240	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Alien01	Walking		Normal	Other		STOP
1.880	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Alien05	Standing		None			START
1.920	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Agent01	Looking		Front			STOP
1.961	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Agent01	Looking		Side			START
2.000	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Alien02	Standing		None			STOP
2.000	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Alien06	Walking		Normal	Other		START
2.080	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Alien03	Standing		Close			STOP
2.160	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Alien05	Standing		None			STOP
2.160	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Alien07	Walking		Normal	Other		START
2.240	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Agent01	Walking		Normal	Road		STOP
2.280	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Agent01	Crossing		Normal			START
2.280	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Alien04	Standing		Close			STOP
2.400	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Alien07	Walking		Normal	Other		STOP
2.520	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Alien06	Walking		Normal	Other		STOP
2.880	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Agent01	Looking		Side			STOP
5.320	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Agent01	Crossing		Normal			STOP
5.360	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Agent01	Walking		Normal	Other		START
6.360	/home/alberto/Seafile/Universidad/2018-19/TFG/videos/clip_018_tracking.avi	8.320	25.0	Agent01	Walking		Normal	Other		STOP
